in:WWR N-W,in:WWR S-E,in:SHGC N-W,in:SHGC S-E,in:EXT SHADING N-W,in:EXT SHADING S-E,out:EUI (kWh/m2/yr),out:PEAK COOLING (kW),out:PEAK HEATING (kW),out:Thermal Comfort (%),out:sDA (Area %),img
0.5,0.5,g55,g33,0,1,80.269,246.743734,193.719772,96.736973,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g33,g45,0,1,78.868,232.964951,180.768229,96.816929,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g45,0,1,79.467,248.987728,183.831474,96.787979,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g45,0,1,80.089,265.596678,186.848292,96.757651,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g45,0,1,79.248,238.725044,184.299351,96.785222,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g45,0,1,79.848,255.10062,187.360775,96.745244,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g45,0,1,80.473,271.836681,190.337333,96.703888,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g45,0,1,79.635,244.986741,187.707564,96.757651,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g45,0,1,80.237,261.319828,190.726015,96.735594,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g45,0,1,80.863,278.120807,193.719772,96.692859,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g45,0,1,78.769,226.333938,180.768229,96.841742,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g45,0,1,79.333,240.859345,183.831474,96.797629,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g45,0,1,79.92,255.677073,186.848292,96.781086,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g45,0,1,79.143,232.302414,184.299351,96.810036,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g45,0,1,79.709,246.66616,187.360775,96.770058,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g45,0,1,80.298,261.463039,190.337333,96.742487,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g45,g45,0,1,79.524,237.930536,187.707564,96.781086,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g45,g45,0,1,80.092,252.523576,190.726015,96.735594,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g45,g45,0,1,80.682,267.336722,193.719772,96.716294,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g55,g45,0,1,78.567,212.841065,180.768229,96.89137,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g55,g45,0,1,79.056,223.976821,183.831474,96.858285,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g55,g45,0,1,79.559,235.082838,186.848292,96.833471,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g55,g45,0,1,78.931,217.598168,184.299351,96.859664,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g55,g45,0,1,79.422,228.879745,187.360775,96.8252,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g55,g45,0,1,79.926,239.819867,190.337333,96.8059,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g55,g45,0,1,79.3,222.497022,187.707564,96.8252,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g55,g45,0,1,79.792,233.433012,190.726015,96.79625,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g55,g45,0,1,80.297,244.663397,193.719772,96.772815,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W0_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g33,g25,1,1,77.708,193.151832,180.768229,96.764544,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g25,1,1,77.987,195.979759,183.831474,96.731459,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g25,1,1,78.273,200.172585,186.848292,96.691481,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g25,1,1,78.049,196.40579,184.299351,96.73008,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g25,1,1,78.331,199.393915,187.360775,96.698373,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g25,1,1,78.612,203.419658,190.337333,96.658395,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g25,1,1,78.389,199.921545,187.707564,96.708023,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g25,1,1,78.672,202.945801,190.726015,96.666667,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g25,1,1,78.954,207.018191,193.719772,96.633581,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g25,1,1,77.724,192.3768,180.768229,96.794872,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g25,1,1,78.003,194.859041,183.831474,96.750758,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g25,1,1,78.292,198.370684,186.848292,96.708023,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g25,1,1,78.062,195.545935,184.299351,96.75903,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g25,1,1,78.342,198.182469,187.360775,96.72043,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g25,1,1,78.626,201.689416,190.337333,96.683209,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g45,g25,1,1,78.402,198.850936,187.707564,96.721809,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g45,g25,1,1,78.685,201.57781,190.726015,96.670802,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g45,g25,1,1,78.968,205.028178,193.719772,96.640474,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g55,g25,1,1,77.751,190.661193,180.768229,96.854149,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g55,g25,1,1,78.037,192.599285,183.831474,96.81555,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g55,g25,1,1,78.327,194.769538,186.848292,96.771436,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g55,g25,1,1,78.083,193.731908,184.299351,96.819686,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g55,g25,1,1,78.369,195.576188,187.360775,96.775572,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g55,g25,1,1,78.656,197.918772,190.337333,96.73008,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g55,g25,1,1,78.419,196.769638,187.707564,96.770058,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g55,g25,1,1,78.706,198.583216,190.726015,96.734216,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g55,g25,1,1,78.994,201.060315,193.719772,96.70113,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg25_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g33,g33,1,1,77.737,191.156391,180.768229,96.801765,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g33,1,1,78.017,193.829442,183.831474,96.774194,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g33,1,1,78.297,197.465886,186.848292,96.73008,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g33,1,1,78.067,193.868362,184.299351,96.765922,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g33,1,1,78.348,196.557641,187.360775,96.734216,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g33,1,1,78.629,200.309557,190.337333,96.695616,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g33,1,1,78.401,196.780015,187.707564,96.742487,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g33,1,1,78.684,199.62225,190.726015,96.712159,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g33,1,1,78.964,203.239574,193.719772,96.676317,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g33,1,1,77.755,190.643984,180.768229,96.8445,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g33,1,1,78.034,192.70165,183.831474,96.797629,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g33,1,1,78.318,195.745331,186.848292,96.770058,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g33,1,1,78.082,193.009908,184.299351,96.7866,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g33,1,1,78.363,195.343869,187.360775,96.756272,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g33,1,1,78.647,198.576871,190.337333,96.732837,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g45,g33,1,1,78.417,195.69614,187.707564,96.763165,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g45,g33,1,1,78.699,198.195224,190.726015,96.725944,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g45,g33,1,1,78.982,201.254332,193.719772,96.691481,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g55,g33,1,1,77.785,188.532722,180.768229,96.905156,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g55,g33,1,1,78.073,190.389129,183.831474,96.854149,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g55,g33,1,1,78.361,192.172477,186.848292,96.832093,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g55,g33,1,1,78.108,191.098054,184.299351,96.852771,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g55,g33,1,1,78.396,192.822211,187.360775,96.811414,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g55,g33,1,1,78.686,194.620967,190.337333,96.779708,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g55,g33,1,1,78.438,193.639854,187.707564,96.819686,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g55,g33,1,1,78.727,195.269814,190.726015,96.778329,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g55,g33,1,1,79.016,197.223627,193.719772,96.74938,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg33_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g33,g45,1,1,77.765,189.768502,180.768229,96.826578,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g33,g45,1,1,78.046,192.326023,183.831474,96.79625,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g33,g45,1,1,78.325,195.818606,186.848292,96.761787,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g33,g45,1,1,78.096,192.151635,184.299351,96.800386,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g33,g45,1,1,78.377,194.701096,187.360775,96.771436,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g33,g45,1,1,78.658,198.194765,190.337333,96.72043,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g33,g45,1,1,78.431,194.691855,187.707564,96.768679,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g33,g45,1,1,78.714,197.2668,190.726015,96.73973,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g33,g45,1,1,78.995,200.891302,193.719772,96.698373,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg33_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g45,g45,1,1,77.784,189.150915,180.768229,96.856907,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g45,g45,1,1,78.064,191.198307,183.831474,96.818307,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g45,g45,1,1,78.348,194.161234,186.848292,96.792115,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g45,g45,1,1,78.112,191.294007,184.299351,96.826578,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g45,g45,1,1,78.394,193.489849,187.360775,96.7866,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g45,g45,1,1,78.678,196.46606,190.337333,96.767301,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g45,g45,1,1,78.449,193.61096,187.707564,96.793493,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g45,g45,1,1,78.732,195.820577,190.726015,96.757651,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g45,g45,1,1,79.015,198.965674,193.719772,96.725944,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg45_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.3,g55,g45,1,1,77.817,186.964993,180.768229,96.912049,87.59202,WWRN-W0.3_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.3,g55,g45,1,1,78.105,189.106508,183.831474,96.872071,94.983628,WWRN-W0.4_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.3,g55,g45,1,1,78.394,190.591535,186.848292,96.8445,94.999377,WWRN-W0.5_WWRS-E0.3_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.4,g55,g45,1,1,78.142,189.25366,184.299351,96.892749,89.61325,WWRN-W0.3_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.4,g55,g45,1,1,78.43,190.974284,187.360775,96.848635,97.229772,WWRN-W0.4_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.4,g55,g45,1,1,78.721,192.688787,190.337333,96.8252,97.094458,WWRN-W0.5_WWRS-E0.4_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.3,0.5,g55,g45,1,1,78.473,191.456991,187.707564,96.847257,89.546788,WWRN-W0.3_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.4,0.5,g55,g45,1,1,78.763,193.052192,190.726015,96.804522,97.155026,WWRN-W0.4_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
0.5,0.5,g55,g45,1,1,79.054,194.776398,193.719772,96.776951,97.202323,WWRN-W0.5_WWRS-E0.5_SHGCN-Wg55_SHGCS-Eg45_EXTSHADINGN-W1_EXTSHADINGS-E1_Perspective.png
